Date,Title,Expected_OC,Predicted_OC,Expected_OC_perc,Predicted_OC_perc
2012-03-01,MDT.csv,0.15000200000000066,-0.07712197973498491,0.003931900187056364,-0.002021545889695757
2012-03-01,UAL.csv,0.21000100000000188,0.3321210253949025,0.010184335102602656,0.01610674147857231
2012-03-01,V.csv,0.06749899999999798,-0.094951682344786,0.002298816595957925,-0.00323377388092158
2012-03-01,LUK.csv,0.24342799999999803,-0.2264771606720412,0.008732118792514789,-0.008124067366037343
2012-03-01,CSCO.csv,0.03000100000000216,-0.04868602137802658,0.0015068307383225596,-0.002445304941136443
2012-03-02,PRGO.csv,1.1199949999999887,-2.913911776944849,0.010475075018239232,-0.02725319707679801
2012-03-02,DVN.csv,0.8399959999999993,0.6649445114625735,0.011375894440731001,0.009005207847825094
2012-03-02,A.csv,0.3218900000000033,-0.14959538180077048,0.01018796025476969,-0.004734759713204297
2012-03-02,MRO.csv,0.6800009999999972,0.7525192830826206,0.01988306959406221,0.02200348716605653
2012-03-02,EQIX.csv,2.9800110000000184,-1.1162968207365722,0.021012627647099314,-0.007871222434339409
2012-03-05,GILD.csv,0.365000000000002,-0.15562559909020285,0.015545144804088673,-0.006628006775562302
2012-03-05,A.csv,0.5865509999999929,-0.22107935656732836,0.0188073007665591,-0.007088737300318569
2012-03-05,UAL.csv,0.3000010000000017,-0.05261258414899106,0.014443957631198925,-0.002533104677370778
2012-03-05,FOX.csv,0.194345000000002,-0.012307613966789864,0.010967025957222926,-0.0006945273706309013
2012-03-05,LUK.csv,0.3213229999999996,-0.11374775148594506,0.01171454502932162,-0.004146927411875868
2012-03-06,MRO.csv,0.6400030000000001,1.035036839087998,0.01935883184032572,0.031307828426502406
2012-03-06,UAL.csv,0.4600010000000019,0.08682634135474833,0.022615585054080727,0.004268748345857833
2012-03-06,LUK.csv,0.6815969999999965,-0.10873006692660694,0.02564102949938929,-0.004090321485475603
2012-03-06,TPR.csv,2.259994000000006,0.27765591192827,0.02998134903083116,0.003683416330306699
2012-03-06,VRTX.csv,0.4099989999999991,-0.2305908499218846,0.010224414475033118,-0.005750395546700142
2012-03-07,UAL.csv,0.25,0.2134123960465449,0.01247504927769215,0.010649320628604006
2012-03-07,GILD.csv,0.19499899999999928,-0.15562559908986687,0.008502245847056687,-0.006785507123408503
2012-03-07,CSCO.csv,0.08999999999999986,0.06463707668482467,0.004615384615384608,0.003314721881273061
2012-03-07,TPR.csv,0.2900010000000037,0.3223809367516762,0.0039359527687296905,0.004375419879908742
2012-03-07,LUK.csv,0.1168440000000004,-0.10968288086903838,0.004484259670580936,-0.004209428975678344
2012-03-08,LUK.csv,0.1557940000000002,-0.10950194992406652,0.005941345601095515,-0.004175956253082488
2012-03-08,TROW.csv,-0.2700000000000031,0.020556847701318458,-0.004370346461158136,0.00033274276520008463
2012-03-08,FOX.csv,-0.06183599999999601,0.018703135972272508,-0.003521043754076083,0.0010649873875543383
2012-03-08,BA.csv,0.09999900000001104,0.4133441836252121,0.0013464252597184167,0.005565426152167639
2012-03-08,DVN.csv,0.5100020000000001,0.9865770703385102,0.007019019707183062,0.013577993614458241
2012-03-09,NLSN.csv,0.240000000000002,-1.0641397932454095,0.008072653884964748,-0.03579346765036695
2012-03-09,MRO.csv,0.2700010000000006,1.2227832734310475,0.008033352929683059,0.03638153040909006
2012-03-09,UAL.csv,0.2299989999999994,0.18001150583425454,0.011471272392582136,0.00897813041458279
2012-03-09,GILD.csv,0.25,-0.15562559908986687,0.01073191672032625,-0.006680643875933328
2012-03-09,BA.csv,0.8499979999999994,0.4740948541648649,0.01146476950991056,0.0063945894329573
2012-03-12,FOX.csv,0.18551300000000026,0.02399899568683141,0.010494788670133624,0.0013576643579088449
2012-03-12,DVN.csv,0.6099999999999994,1.1563441303382058,0.008505298264008662,0.016123035613708453
2012-03-12,TROW.csv,0.619999,0.06213955312887213,0.009839692424684729,0.0009861856070662329
2012-03-12,LUK.csv,0.3018510000000028,-0.10952978298501057,0.01146029447297106,-0.004158487354916248
2012-03-12,A.csv,0.5865520000000011,-0.26714488718439544,0.018451838318091527,-0.008403882802942037
2012-03-13,VRTX.csv,0.14000000000000054,0.15376142057527792,0.0033444815254543483,0.0036732302174402225
2012-03-13,ISRG.csv,-0.4400019999999927,1.4935614667122163,-0.0024905772833032857,0.008454121254473035
2012-03-13,UAL.csv,-0.05999999999999873,0.3070664268870326,-0.0030349013657055505,0.015531938638696645
2012-03-13,V.csv,-0.0899979999999978,0.29172306152341776,-0.0030792232288349873,0.009981115440674102
2012-03-13,PRGO.csv,0.239998,-5.882811504098594,0.002296851417300247,-0.05630023558904264
2012-03-14,DVN.csv,0.7900010000000037,1.3272734306545313,0.01095549839196374,0.018406232315189282
2012-03-14,MRO.csv,0.3500020000000035,1.4719589073767514,0.01028812463256918,0.043267457594848666
2012-03-14,VRTX.csv,0.5400010000000037,0.11391286099184827,0.012900166915906279,0.0027212818507063173
2012-03-14,UAL.csv,0.3099999999999987,0.3345717817781308,0.01571211353269127,0.016957515548815548
2012-03-14,LUK.csv,0.3797460000000008,-0.10953078660768922,0.014181787219040834,-0.004090477081007865
2012-03-15,PRGO.csv,1.1900030000000044,-6.606040699028156,0.011465487894156629,-0.06364814178032578
2012-03-15,FOX.csv,0.09717300000000152,0.031138593946070083,0.005355396201109422,0.001716109492623156
2012-03-15,CSCO.csv,0.14999899999999755,0.0259424652227941,0.007477517820414525,0.0012932435950168339
2012-03-15,TIF.csv,1.2000050000000044,0.565236709119442,0.017106271785993738,0.00805754373491596
